Description	Iteration	Outer_Fold	Inner_Fold	Algorithm	Metric	Value
NoSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.285714285714286
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.688888888888889
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.535654160654161
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.5
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.209715016304138
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	NA
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.666666666666667
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.333333333333333
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	NA
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.311111111111111
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	NA
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	NA
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	NA
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.333333333333333
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.666666666666667
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.333333333333333
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.466666666666667
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.479737854737855
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.352362914862915
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.283930900115997
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.857142857142857
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.875
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.42027417027417
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	-0.28383110219987
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.533333333333333
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.580555555555555
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.142857142857143
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.142857142857143
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.125
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.57972582972583
NoSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.125
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.644444444444444
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.541666666666667
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.5
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.216279500587383
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	NA
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.666666666666667
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.333333333333333
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	NA
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.355555555555556
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	NA
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	NA
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	NA
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.333333333333333
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.666666666666667
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.333333333333333
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.6
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.501623376623377
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.513798701298701
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.253450663468604
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.718518518518519
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.642857142857143
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.329545454545455
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	-8.39449669487911e-4
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.4
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.671428571428571
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.281481481481481
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.281481481481481
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.357142857142857
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.670454545454545
NoSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.357142857142857
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.688888888888889
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.44510582010582
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.5
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.207427513956259
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	NA
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.666666666666667
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.333333333333333
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	NA
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.311111111111111
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	NA
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	NA
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	NA
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.333333333333333
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.666666666666667
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.333333333333333
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.6
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.543350168350168
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.478625541125541
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.248378036129562
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.703703703703704
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.708333333333333
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.334415584415584
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	-0.0400225637655203
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.4
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.666666666666667
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.296296296296296
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.296296296296296
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.291666666666667
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.665584415584416
NoSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.291666666666667
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.644444444444444
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.522186147186147
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.5
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.215783994288968
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.666666666666667
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.333333333333333
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.355555555555556
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.333333333333333
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.666666666666667
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.333333333333333
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.644444444444444
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.486471861471861
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.5
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.261646912385278
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.666666666666667
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.333333333333333
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.355555555555556
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	NA
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.333333333333333
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.666666666666667
NoSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.333333333333333
