Description	Outer_Iteration	Inner_Iteration	Feature_Selection_Algorithm	Num_Features	Classification_Algorithm	Metric	Value
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	AUROC	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Accuracy	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	BalancedAccuracy	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Brier	9.19675575997417e-05
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	F1	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FDR	0
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FNR	0
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FPR	0
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MCC	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MMCE	0
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	NPV	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	PPV	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Recall	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TNR	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TPR	1
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	AUROC	0.931547619047619
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Accuracy	0.911111111111111
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	BalancedAccuracy	0.875
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Brier	0.0995651294570884
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	F1	0.863095238095238
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FDR	0.0740740740740741
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FNR	0.166666666666667
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FPR	0.0833333333333333
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MCC	0.807358337001224
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MMCE	0.0888888888888889
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	NPV	0.944444444444444
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	PPV	0.925925925925926
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Recall	0.833333333333333
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TNR	0.916666666666667
StrongSignal_Both	1	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TPR	0.833333333333333
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	AUROC	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Accuracy	0.955555555555556
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	BalancedAccuracy	0.961038961038961
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Brier	0.0444442682223969
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	F1	0.937321937321937
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FDR	0.0666666666666667
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FNR	0.0476190476190476
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FPR	0.0303030303030303
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MCC	0.908558142122137
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MMCE	0.0444444444444444
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	NPV	0.962962962962963
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	PPV	0.933333333333333
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Recall	0.952380952380952
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TNR	0.96969696969697
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TPR	0.952380952380952
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	AUROC	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Accuracy	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	BalancedAccuracy	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Brier	0.0110864692999551
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	F1	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FDR	0
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FNR	0
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FPR	0
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MCC	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MMCE	0
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	NPV	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	PPV	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Recall	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TNR	1
StrongSignal_Both	1	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TPR	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	AUROC	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Accuracy	0.955555555555556
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	BalancedAccuracy	0.9375
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Brier	0.0174694697199388
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	F1	0.93015873015873
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FDR	0.0416666666666667
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FNR	0.0833333333333333
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FPR	0.0416666666666667
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MCC	0.901385399196283
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MMCE	0.0444444444444444
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	NPV	0.972222222222222
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	PPV	0.958333333333333
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Recall	0.916666666666667
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TNR	0.958333333333333
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TPR	0.916666666666667
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	AUROC	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Accuracy	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	BalancedAccuracy	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Brier	0
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	F1	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FDR	0
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FNR	0
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FPR	0
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MCC	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MMCE	0
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	NPV	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	PPV	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Recall	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TNR	1
StrongSignal_Both	2	1	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TPR	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	AUROC	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Accuracy	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	BalancedAccuracy	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Brier	3.41881804322659e-06
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	F1	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FDR	0
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FNR	0
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FPR	0
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MCC	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MMCE	0
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	NPV	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	PPV	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Recall	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TNR	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	10	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TPR	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	AUROC	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Accuracy	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	BalancedAccuracy	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Brier	0.0110975778453039
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	F1	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FDR	0
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FNR	0
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	FPR	0
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MCC	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	MMCE	0
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	NPV	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	PPV	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	Recall	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TNR	1
StrongSignal_Both	2	2	AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	20	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda/default__tol=0.0001	TPR	1
